node1	node2	sample
NewZetaOtu24	NewZetaOtu25	S1
NewZetaOtu24	NewZetaOtu26	S1
NewZetaOtu24	NewZetaOtu27	S1
NewZetaOtu24	NewZetaOtu28	S1
NewZetaOtu24	NewZetaOtu29	S1
NewZetaOtu24	NewZetaOtu30	S1
NewZetaOtu24	NewZetaOtu31	S1
NewZetaOtu24	NewZetaOtu32	S1
NewZetaOtu25	NewZetaOtu26	S1
NewZetaOtu25	NewZetaOtu27	S1
NewZetaOtu25	NewZetaOtu28	S1
NewZetaOtu25	NewZetaOtu29	S1
NewZetaOtu25	NewZetaOtu30	S1
NewZetaOtu25	NewZetaOtu31	S1
NewZetaOtu25	NewZetaOtu32	S1
NewZetaOtu26	NewZetaOtu27	S1
NewZetaOtu26	NewZetaOtu28	S1
NewZetaOtu26	NewZetaOtu29	S1
NewZetaOtu26	NewZetaOtu30	S1
NewZetaOtu26	NewZetaOtu31	S1
NewZetaOtu26	NewZetaOtu32	S1
NewZetaOtu27	NewZetaOtu28	S1
NewZetaOtu27	NewZetaOtu29	S1
NewZetaOtu27	NewZetaOtu30	S1
NewZetaOtu27	NewZetaOtu31	S1
NewZetaOtu27	NewZetaOtu32	S1
NewZetaOtu28	NewZetaOtu29	S1
NewZetaOtu28	NewZetaOtu30	S1
NewZetaOtu28	NewZetaOtu31	S1
NewZetaOtu28	NewZetaOtu32	S1
NewZetaOtu29	NewZetaOtu30	S1
NewZetaOtu29	NewZetaOtu31	S1
NewZetaOtu29	NewZetaOtu32	S1
NewZetaOtu30	NewZetaOtu31	S1
NewZetaOtu30	NewZetaOtu32	S1
NewZetaOtu31	NewZetaOtu32	S1
